id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"10943478","2012-06-08 05:24:57","16","15195","pandas reindex DataFrame with datetime objects","1","0","0","BFTM","3225","BrenBarn","243283"
"10947968","2012-06-08 11:28:57","5","7863","XML to pandas dataframe","1","1","0","root","76728","eumiro","207481"
"10975690","2012-06-11 07:02:14","3","2521","How to do groupby in pandas with part of date string?","1","0","","jason","3471","eumiro","207481"
"10982266","2012-06-11 14:38:45","4","3156","How to aggregate duplicate timestamps with pandas?","1","2","0","Andrew","758","eumiro","207481"
"11004088","2012-06-12 20:11:53","5","2417","indexing a pandas DataFrame","1","0","0","elyase","39559","diliop","9251"
"11005012","2012-06-12 21:17:34","1","617","Importing data table using Pandas - Exception: Index (columns 0) have duplicate values [nan]","1","2","0","user1452228","21","",""
"11015974","2012-06-13 13:32:55","0","907","Vectorize High Frequency Data, Calculate Spread,","1","4","","Andrew","758","Pavel T","403"
"11018120","2012-06-13 15:19:52","2","625","Bug in resampling with pandas 0.8?","1","0","","sweetdream","1331","Wes McKinney","101627"
"11037895","2012-06-14 16:58:42","10","1865","How can I generalize my pandas data grouping to more than 3 dimensions?","1","0","0","Tim Whitcomb","10457","Wes McKinney","101627"
"11105728","2012-06-19 16:57:17","5","11944","Pivoting a DataFrame in Pandas for output to CSV","1","3","","user1467068","51","",""
"11131647","2012-06-21 04:48:00","2","291","Pandas - Aggregating grouped data provided certain criteria is met","1","0","0","enrishi","2923","",""
"11136006","2012-06-21 10:15:21","5","6676","Python Pandas: What is the fastest way to create a datetime index?","1","2","0","user1412286","191","diliop","9251"
"11139757","2012-06-21 13:54:52","2","1081","using pandas how do I get the mean of last two rows in a group","1","0","0","user1472282","21","",""
"11157450","2012-06-22 13:47:00","3","1081","How do you force a figure redraw ipython notebook inline?","1","0","0","Bonnie Yu MSFT","300","",""
"11175213","2012-06-24 05:33:45","3","2597","pandas read_csv() input local datetime strings, tz_convert to UTC","1","0","","Jeff Kowalczyk","571","",""
"11197690","2012-06-25 21:34:19","5","949","pandas MovingOLS doesn't support NA values?","1","0","","Preyas","65","Wes McKinney","101627"
"11199437","2012-06-26 00:52:19","2","2061","issue with pandas and semilog for boxplot","1","2","","Bonnie Yu MSFT","300","",""
"11230071","2012-06-27 15:41:10","3","894","Resampling pandas timeseries without computing a new offset","1","0","","Tim Whitcomb","10457","",""
"11233502","2012-06-27 19:21:52","1","520","Inconsistent R^2 adjusted values in pandas OLS","1","0","","Preyas","65","Wes McKinney","101627"
"11235604","2012-06-27 22:21:04","0","564","nosetests: algorithms.py:125: RuntimeWarning: tp_compare didn't return -1 or -2 for exception","1","0","","user1487028","11","",""
"11253390","2012-06-28 21:47:30","1","711","Find all elements in dataframe column that startswith string","1","0","","Julio Guzman","81","",""
"11264307","2012-06-29 15:09:28","11","8531","Adding levels to MultiIndex, removing without losing","1","0","0","Arthur G","1397","Arthur G","1397"
"11295147","2012-07-02 13:55:35","3","3862","Winsorize data in Pandas for Python","1","1","0","David M","169","ecatmur","152744"
"11298097","2012-07-02 17:06:58","2","1412","concatenating TimeSeries of different lengths using Pandas","1","1","0","user1496672","21","",""
"11306167","2012-07-03 07:16:53","1","1152","Pandas slicing on a timeseries seems inconsistent with list slicing","1","2","","Lamarth","53","eumiro","207481"
"11321243","2012-07-04 01:09:56","3","2559","grouped pandas DataFrames: how do I apply scipy.stats.sem to them?","1","4","0","Randy Olson","3141","ely","74834"
"11337437","2012-07-05 03:10:24","1","442","Convert object to DateRange","1","1","","lycovian","343","",""
"11350488","2012-07-05 18:38:37","1","1057","Efficient way to calculate averages, standard deviations from a txt file","1","2","0","user1504774","117","Amyunimus","1593"
"11362376","2012-07-06 12:39:18","1","150","Append extras informations to Series in Pandas","1","0","","LionelR","361","",""
"11398688","2012-07-09 15:51:48","1","622","merging DataFrames with pandas","1","0","","Claus","4429","Chang She","16692"
"11416692","2012-07-10 15:26:15","2","1608","Plotting millisecond range in pandas","1","0","","user1515250","85","Chang She","16692"
"11422552","2012-07-10 21:48:20","3","392","pandas: bypassing numerical index","1","0","","duckworthd","14689","Chang She","16692"
"11423690","2012-07-10 23:55:38","1","1246","better method to aggregate pandas dataframe by non matching criteria","1","0","0","mrjoh3","437","Wes McKinney","101627"
"11423790","2012-07-11 00:09:49","1","1085","Why am I getting an is_monotonic assertion error using pandas Series.asfreq","1","0","","MikeRand","4788","Chang She","16692"
"11459106","2012-07-12 19:21:46","5","4760","How use the mean method on a pandas TimeSeries with Decimal type values?","1","1","0","THM","755","ely","74834"
"11470105","2012-07-13 12:00:42","2","3522","Pandas advanced indexing assignment","1","0","0","brendan","23","ely","74834"
"11553370","2012-07-19 03:06:07","1","2287","Efficient method for getting elementwise types in Python/Pandas","1","5","","ely","74834","Wes McKinney","101627"
"11563435","2012-07-19 14:49:41","0","539","Float vs Int behavior in df.set_index()","1","2","","Peter","1045","",""
"11586068","2012-07-20 19:49:20","2","1650","Collapse a Pandas multiindex or run OLS regression on a multiindexed dataframe","1","1","0","David M","169","",""
"11613800","2012-07-23 13:45:07","1","4754","How to install and run pandas python library in Eclipse Juno?","1","0","","Nick","347","",""
"11620721","2012-07-23 21:23:50","6","3599","handling missing data in Pandas","1","0","0","vgoklani","10765","Chang She","16692"
"11651048","2012-07-25 13:38:37","3","532","Pandas: pivot a dataframe","1","0","0","Guy Adini","5188","eumiro","207481"
"11668446","2012-07-26 11:38:30","1","4132","pandas DataFrame type cast","1","0","","capitrane","487","Wes McKinney","101627"
"11672403","2012-07-26 15:09:43","9","3219","Adding my own description attribute to a Pandas DataFrame","1","1","0","ely","74834","",""
"11679716","2012-07-26 23:57:40","3","1117","Comparing DateOffsets in pandas","1","1","","scry","1237","Chang She","16692"
"11686272","2012-07-27 10:45:55","3","3971","Combining multiple timeseries data to one 2d numpy array","1","0","0","seumas","512","eumiro","207481"
"11689668","2012-07-27 14:16:50","0","226","NaN-columns is plotted as a all 0 column in pandas","1","0","","SlimJim","2264","lbolla","5397"
"11707805","2012-07-29 06:11:30","14","9708","Scikit and Pandas: Fitting Large Data","1","3","0","Ji Park","507","ogrisel","39339"
"11728836","2012-07-30 20:08:57","89","7174","Efficiently applying a function to a grouped pandas DataFrame in parallel","1","7","0","user2303","1213","",""
"11740587","2012-07-31 12:54:59","0","200","pandas: taking corresponding differences","1","0","0","user1504276","29105","",""
"11754334","2012-08-01 07:18:34","0","752","DataFrame.to_records gives an error when type(index) is DatetimeIndex","1","0","","user1567727","1","",""
"11761884","2012-08-01 14:52:59","3","994","pandas concat('outer') not doing union?","1","0","","jf328","6871","Wes McKinney","101627"
"11773862","2012-08-02 08:40:01","2","877","Unexpected result when upsampling hourly values using the pandas resample function","1","1","","THM","755","SiggyF","22128"
"11787883","2012-08-03 00:55:14","3","1024","pandas - More efficient way to calculate two Series with circular dependencies","1","0","0","MikeRand","4788","Chang She","16692"
"11794584","2012-08-03 11:11:12","0","311","pandas - cumprod when prior index is in denominator and numerator","1","0","","MikeRand","4788","",""
"11795992","2012-08-03 12:44:23","2","557","Pandas: Efficiently splitting entries","1","0","","Fede_v","73","",""
"11870058","2012-08-08 17:36:35","0","438","pandas: stacking DataFrames generated by apply","1","0","","duckworthd","14689","",""
"11871152","2012-08-08 18:49:06","0","3127","Handle with European date format in python pandas","1","0","","Nicola Vianello","1916","Chang She","16692"
"11887504","2012-08-09 16:09:31","4","936","Add seconds to python datetime excluding weekends","1","0","0","UNagaswamy","2068","Ghopper21","10317"
"11888599","2012-08-09 17:15:40","2","1026","Python pandas to partially collapse 2d matrix","1","0","","alexhli","399","bmu","35149"
"11889474","2012-08-09 18:12:21","10","5653","Converting data to missing in pandas","1","0","","DanB","3765","BrenBarn","243283"
"11925827","2012-08-12 20:57:10","5","8552","pandas: Writing to an existing excel file (xlsx) using to_excel","1","0","0","Peter","1045","Y__","1697"
"11940420","2012-08-13 18:47:16","3","242","Pandas: Separating grouping and indexing","1","0","0","Freddie Witherden","2369","Wouter Overmeire","65876"
"11970614","2012-08-15 13:57:39","2","886","Force exponent display of floats in pandas","1","0","0","user1600653","97","Wouter Overmeire","65876"
"11970820","2012-08-15 14:09:13","3","2672","Pool workers do not complete all tasks","1","0","0","Blair Azzopardi","502","Aaron Digulla","322099"
"11971381","2012-08-15 14:39:44","6","3865","MultiLevel index to columns : getting value_counts as columns in pandas","1","0","0","milkypostman","2955","Chang She","16692"
"11991627","2012-08-16 16:27:44","12","39308","Selecting a subset of a Pandas DataFrame indexed by DatetimeIndex with a list of TimeStamps","1","0","0","seumas","512","Wouter Overmeire","65876"
"12022823","2012-08-18 22:50:26","3","2808","appending columns produces NaN in pandas DataFrame","1","0","0","nat","1511","",""
"12030398","2012-08-19 22:06:01","2","7166","concatenate multiple columns based on index in pandas","1","1","0","zach","29525","DSM","342799"
"12031532","2012-08-20 02:04:05","0","762","possible inconsistency in text handling of pandas read_table() function","1","8","","zach","29525","Wouter Overmeire","65876"
"12034727","2012-08-20 08:53:05","1","395","How to revert an unstacked dataframe in pandas","1","0","0","SlimJim","2264","Wouter Overmeire","65876"
"12047418","2012-08-21 01:41:25","3","21570","How do I really use the `ix` method of a pandas DataFrame?","1","0","0","Paul H","65406","Wouter Overmeire","65876"
"12053003","2012-08-21 10:30:56","4","2623","Pandas Pytables warnings and slow performance","1","2","0","John_C","798","Wes McKinney","101627"
"12066550","2012-08-22 05:01:39","8","21192","Set the headers using pandas.read_csv","1","0","0","Manju","105","Wouter Overmeire","65876"
"12100396","2012-08-23 21:40:56","2","601","column names on grouped DataFrame output to CSV","1","0","","Gonzalo","1456","Owen S.","7675"
"12110812","2012-08-24 13:54:16","0","669","Processing multiple values string in Pandas DataFrame column","1","1","","Gonzalo","1456","",""
"12115421","2012-08-24 19:18:31","0","368","Pandas Time Series from text","1","0","","","","",""
"12127315","2012-08-26 03:02:41","1","1253","pandas subplot useoffset=False","1","0","0","user1625344","183","",""
"12133075","2012-08-26 19:10:01","29","11017","Sorting a pandas series","1","0","0","vasek1","13591","Wes McKinney","101627"
"12140417","2012-08-27 10:40:17","11","2435","pandas: normalizing a DataFrame","1","0","0","max","49372","Wouter Overmeire","65876"
"12147392","2012-08-27 18:22:33","0","609","Will na_values in the read_fwf()/read_csv()/read_table() be converted after converter functions are performed?","1","0","","Tim Brooks","162","Wouter Overmeire","65876"
"12167324","2012-08-28 20:49:57","6","1418","How to broadcast to a multiindex","1","0","0","ely","74834","",""
"12167634","2012-08-28 21:14:58","1","1010","data cleaning a python dataframe","1","0","0","Michele Reilly","643","",""
"12178808","2012-08-29 13:12:38","4","2899","Pandas datetime index from seconds series","1","0","","RJCL","357","Chang She","16692"
"12184558","2012-08-29 18:47:18","2","3515","easy-install with Portable Python: no module named parse","1","1","","Stéphane Laurent","75844","Simeon Visser","119040"
"12187928","2012-08-29 23:32:03","-1","5672","AttributeError: 'numpy.ndarray' object has no attribute 'values' using PANDAS","1","0","0","Stripers247","2275","Wouter Overmeire","65876"
"12201099","2012-08-30 16:07:19","1","4608","python pandas: Rename a series within a dataframe?","1","0","0","Abe","22818","DSM","342799"
"12224778","2012-09-01 03:57:04","6","10048","How to filter by sub-level index in Pandas","1","1","0","bigbug","56144","Garrett","47175"
"12227483","2012-09-01 11:54:46","2","2155","Pandas & Scikit: memory usage when slicing DataFrame","1","1","0","James","24736","ogrisel","39339"
"12227974","2012-09-01 13:01:35","0","1604","how include pandas library on my python package?","1","3","","Francesco","323","",""
"12250475","2012-09-03 15:16:55","2","3285","Create a pandas DataFrame from a csv stacked file","1","2","","mspadaccino","382","Chang She","16692"
"12260124","2012-09-04 09:05:41","6","1369","How to plot a rectangle behind a function over time","1","5","0","SlimJim","2264","Wouter Overmeire","65876"
"12269158","2012-09-04 18:14:35","2","4201","Python Pandas idiom for converting TimeSeries with lists as values into a DataFrame","1","0","","ely","74834","Chang She","16692"
"12297759","2012-09-06 10:12:12","0","720","Reindex time-stamped data with date_range","1","0","","Peter Prettenhofer","1951","Wouter Overmeire","65876"
"12324162","2012-09-07 19:21:24","3","6227","From tick by tick data to Renko chart","1","2","0","Femto Trader","1942","",""
"12326641","2012-09-07 23:27:20","6","5494","Calculate speed from timestamped positions in Pandas.DataFrame","1","0","0","heltonbiker","26707","Chang She","16692"
"12368180","2012-09-11 10:58:50","2","2422","Duplicate entries for index in pandas pivot function","1","0","0","mspadaccino","382","Wes McKinney","101627"
"12372899","2012-09-11 15:14:09","3","1391","Bug in pandas.Series/DataFrame.fillna limit?","1","0","0","rhkarls","196","Chang She","16692"
"12373840","2012-09-11 16:08:58","0","2577","How to subtract the minimum from a column in a pandas DataFrame","1","0","","cdecker","4515","",""
"12389898","2012-09-12 13:58:12","35","34362","Python Pandas: how to add a totally new column to a data frame inside of a groupby/transform operation","1","0","0","ely","74834","Chang She","16692"
"12390336","2012-09-12 14:21:11","12","5015","How to fill the missing record of Pandas dataframe in pythonic way?","1","3","0","bigbug","56144","Paul H","65406"
"12391758","2012-09-12 15:36:01","0","1218","Memory efficient import many data files into pandas DataFrame in Python","1","0","","Richard Herron","9780","Bakuriu","98505"
"12410438","2012-09-13 16:05:55","12","7713","How to use Pandas groupby apply() without adding an extra index","1","0","0","user2303","1213","Chang She","16692"
"12411649","2012-09-13 17:27:27","9","7080","Filter columns of only zeros from a Pandas data frame","1","1","0","turtle","7553","ely","74834"
"12411897","2012-09-13 17:44:31","1","261","Can I make fuzzy matches for header field names in python pandas csv loading?","1","0","","jbssm","6871","Chang She","16692"
"12416932","2012-09-14 01:17:06","3","317","Grouping data by multiple dates in pandas","1","0","0","user1074057","1782","HYRY","94893"
"12420598","2012-09-14 08:19:12","0","79","Which DataFrame representation for readable tests","1","1","","PhE","15736","",""
"12427056","2012-09-14 14:59:21","4","1567","Is it possible to hierarchically label a matplotlib (pyplot) bar plot?","1","1","0","Louis Thibault","20340","Wouter Overmeire","65876"
"12429279","2012-09-14 17:28:29","0","270","Design strategy for managing and processing datasets with Pandas + PyTables","1","0","","heltonbiker","26707","Chang She","16692"
"12432803","2012-09-14 22:31:56","0","170","weird behaviour when executing python script","1","6","","mspadaccino","382","",""
"12436895","2012-09-15 11:15:03","0","1008","How to create a multiIndex object from series?","1","0","","bigbug","56144","Bakuriu","98505"
"12450924","2012-09-16 21:36:07","2","1845","Pandas Delete Row of Data where Index is String","1","0","","scriptdiddy","1207","Wes McKinney","101627"
"12461470","2012-09-17 14:29:46","2","327","How to broadcast on a single index in hierarchically indexed DataFrame?","1","0","0","btel","5563","Chang She","16692"
"12483121","2012-09-18 18:48:17","0","2168","Pandas read_csv index exception","1","4","","milkypostman","2955","",""
"12490657","2012-09-19 08:00:10","8","4577","How can I save this matplotlib figure such that the x-axis labels are not cropped out?","1","0","0","Louis Thibault","20340","Wouter Overmeire","65876"
"12498809","2012-09-19 16:17:54","4","1504","Python pandas duplicate values error","1","3","","Curious","3507","",""
"12519103","2012-09-20 18:58:25","-1","2821","How to call set_index() on DataFrame?","1","1","","Michele Reilly","643","",""
"12520537","2012-09-20 20:36:23","6","6898","python How to make a dendrogram from a dataframe","1","3","0","Curious","3507","",""
"12520727","2012-09-20 20:50:22","1","109","Restricting function to unique dates - Multi-Index","1","0","","Michele Reilly","643","Andy Hayden","360619"
"12539627","2012-09-22 00:13:26","3","840","Assigning to a Row in Pandas","1","0","0","fccoelho","6032","jmloser","185"
"12544361","2012-09-22 13:54:10","2","1678","How to organize structured data in pandas dataframe","1","0","","mspadaccino","382","Chang She","16692"
"12548349","2012-09-22 22:56:42","5","9832","removing particular rows from DataFrame in python pandas","1","1","0","tomasz74","16111","Chang She","16692"
"12576151","2012-09-25 04:18:30","0","278","Python pattern's RestrictingWrapper with metaclass","1","4","","crispamares","530","",""
"12588031","2012-09-25 17:24:35","1","2338","Python Pandas: converting several boolean columns into a (possibly repeated) column made up of the boolean column names","1","0","0","ely","74834","Chang She","16692"
"12590131","2012-09-25 19:54:51","4","6779","How to slice multindex columns in pandas DataFrames?","1","1","0","Phillip Cloud","24969","jmloser","185"
"12593759","2012-09-26 02:30:35","1","817","Pandas Data Reconcilation","1","0","","scriptdiddy","1207","Chang She","16692"
"12597926","2012-09-26 08:50:48","5","5259","Pandas hierarchical dataframe","1","0","0","root","76728","Wouter Overmeire","65876"
"12619215","2012-09-27 10:25:01","4","11309","Adding DataFrame to Panel in Python pandas","1","0","0","tomasz74","16111","Chang She","16692"
"12625650","2012-09-27 16:10:31","20","9560","Pandas: grep like function","1","0","0","fred","9673","Wouter Overmeire","65876"
"12662223","2012-09-30 15:01:23","2","12333","Timestamp.week vs. datetime.isocalendar","1","2","","jfg","21","",""
"12702423","2012-10-03 05:33:24","4","2380","DateOffset: Week of Month","1","5","0","mrkre","1548","",""
"12711211","2012-10-03 14:58:52","1","7700","Receiving 'error multiple values for index' in a simple DataFrame","1","0","","","","root","76728"
"12720159","2012-10-04 04:10:11","0","173","pandas alternative to string creation loop","1","2","","dmvianna","15098","dmvianna","15098"
"12734320","2012-10-04 19:18:13","0","665","pyPandas: mess with join/append/concat two dataframes","1","0","","fred","9673","",""
"12797352","2012-10-09 09:53:11","1","2649","Pandas transpose concat()","1","3","","PhE","15736","root","76728"
"12810801","2012-10-10 01:43:11","1","1712","Union all type query with python pandas","1","0","","dantes_419","189","dantes_419","189"
"12829428","2012-10-10 22:29:44","12","15547","Quickly applying string operations in a pandas DataFrame","1","1","0","duckworthd","14689","Wes McKinney","101627"
"12834568","2012-10-11 07:41:36","11","21111","How to convert a Pandas DatetimeIndex to string accordingly","1","0","0","bigbug","56144","eumiro","207481"
"12840847","2012-10-11 13:37:12","3","1951","Filling higher-frequency windows when upsampling with pandas","1","0","0","Abiel","5251","eumiro","207481"
"12841827","2012-10-11 14:24:51","2","1742","Accessing pandas Multiindex Dataframe using integer indexes","1","2","","elyase","39559","Wouter Overmeire","65876"
"12844900","2012-10-11 17:08:57","2","4428","Upsampling to weekly data in pandas","1","1","0","Abiel","5251","Chang She","16692"
"12886240","2012-10-14 20:29:03","1","483","iter over dataframe","1","0","0","trbck","5197","Wouter Overmeire","65876"
"12906450","2012-10-16 01:49:16","0","160","Why does transformed data take 4x more space for a doubling of variables in pandas for Python","1","0","","user1074057","1782","BrenBarn","243283"
"12907231","2012-10-16 03:43:24","2","199","joining point and interval data","1","0","","user1748834","21","",""
"12910187","2012-10-16 08:11:17","6","7222","Pandas DataFrame slicing by day/hour/minute","1","1","0","Vitali Molchan","203","",""
"12946578","2012-10-18 03:21:26","3","1327","Is this a python pandas DataFrame post sort plot bug?","1","0","0","mathtick","6536","Wouter Overmeire","65876"
"12950024","2012-10-18 08:14:42","9","1333","Add a column with a groupby on a hierarchical dataframe","1","2","0","Rutger Kassies","61775","Wes McKinney","101627"
"12957593","2012-10-18 14:55:31","4","1527","Pandas: reshape data with duplicate row names to columns","1","0","0","Einar","4729","Adam","88"
"12962765","2012-10-18 20:01:18","3","5913","Pandas DataFrame reindex column issue","1","0","","WonderSteve","837","Iliyan Bobev","3070"
"12974404","2012-10-19 12:34:46","6","7133","Unexpected results of min() and max() methods of Pandas series made of Timestamp objects","1","3","0","LukaszJ","145","Chang She","16692"
"12979568","2012-10-19 17:41:14","0","490","basic plotting with pandas","1","3","","Abhi","6075","Abhi","6075"
"12984205","2012-10-20 00:38:18","2","1625","render pandas generated plot to matplotlib canvas for streaming","1","0","","Abhi","6075","",""
"12992958","2012-10-20 21:40:19","2","710","Pandas, How to reference Timeseries Items?","1","1","","user1762007","21","",""
"12995222","2012-10-21 05:20:41","1","525","Pandas adding Series to keep a running sum","1","1","0","user1513413","21","",""
"13000427","2012-10-21 17:42:17","2","2576","Reshape Long Format Multivalue Dataframes with Pandas","1","1","0","Kyle Brandt","27008","Chang She","16692"
"13013351","2012-10-22 14:17:47","2","2949","Pandas DataFrame with MultiIndex: efficient way of checking duplicate elements in one of the indices","1","0","","Einar","4729","Einar","4729"
"13018134","2012-10-22 19:12:19","1","1916","Forcing dates to conform to a given frequency in pandas","1","2","","Abiel","5251","root","76728"
"13022392","2012-10-23 01:34:30","1","1348","Calculate diff of a numpy array using custom function instead of subtraction","1","0","","heltonbiker","26707","DaveP","6962"
"13027147","2012-10-23 09:17:44","4","5318","Histogram with breaking axis and interlaced colorbar","1","0","0","sol","1409","dmcdougall","2456"
"13030245","2012-10-23 12:17:56","8","4140","How to shift a pandas MultiIndex Series?","1","0","0","metakermit","21337","meteore","4635"
"13041180","2012-10-24 00:10:21","3","992","DataFrame Indexing with a date series","1","4","","MattB","1325","",""
"13068551","2012-10-25 12:26:14","3","1068","pandas: slice on hierarchical index without a copy","1","0","0","btel","5563","Wouter Overmeire","65876"
"13072259","2012-10-25 15:41:32","6","5445","Transforming Pandas dataframe","1","1","0","ast4","791","joris","133465"
"13084342","2012-10-26 09:33:09","0","2366","How to do Pandas dataframe rolling_mean()?","1","1","","bigbug","56144","",""
"13089789","2012-10-26 15:24:01","4","2695","How can I animate a pandas timeseries?","1","1","","user1701030","63","",""
"13105505","2012-10-28 00:55:26","4","906","Accessing python sub list to import into pandas DataFrame","1","2","0","Tom McMahon","587","Ngure Nyaga","2989"
