id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"54015948","2019-01-03 03:27:08","3","493","Animate contour and scatter plot","1","5","0","","","djvg","11772"
"54016010","2019-01-03 03:35:25","1","122","Compare array with file and form groups from elements of array","1","1","","Siddharth Satpathy","2737","Ben.T","29190"
"54016152","2019-01-03 03:56:39","0","224","How to create Pivot Table with Python Dataframe based on columns's substring values and counts?","1","1","","datascientist110","75","Yong Wang","1200"
"54017178","2019-01-03 06:14:13","3","1361","Pandas - Flatten a column which is a list of dictionaries","1","0","","Eran Moshe","3050","jezrael","824905"
"54017861","2019-01-03 07:14:51","1","54","Pandas Data frame to desired python dictionary","1","0","","Manu Sharma","1593","",""
"54017871","2019-01-03 07:15:44","3","1405","Question about autocorrelation_plot result vs autocorr result","1","0","","Cheng","16874","",""
"54018031","2019-01-03 07:27:02","1","46","Left join in pandas without the creation of left and right variables","1","0","","Mittenchops","18693","jezrael","824905"
"54018557","2019-01-03 08:15:37","1","85","Group by based on an if statement","1","1","","Chris90","1868","jezrael","824905"
"54019363","2019-01-03 09:21:02","0","83","Pandas - Performing left join across 2 Dataframe in Pandas","1","4","","dark horse","447","",""
"54019385","2019-01-03 09:22:32","1","60","Is there a way of having multiple plots inside a single datapoint for use with a classifier?","1","0","0","Sam","75","",""
"54019441","2019-01-03 09:27:01","3","1735","Why does pd.to_numeric not work with large numbers?","1","0","0","Guido","6192","Mazdak","105059"
"54019597","2019-01-03 09:37:32","6","4085","Export styled pandas data frame to excel","1","1","0","Localhost","95","jezrael","824905"
"54019847","2019-01-03 09:52:43","0","371","Split and map original values to different pandas column","1","7","","mrPy","195","",""
"54020456","2019-01-03 10:29:16","3","52","Performing task for a particular datatype alone in python","1","3","","Yadhu","125","jpp","159982"
"54020610","2019-01-03 10:38:06","1","1529","Sending two Pandas dataframes side-by-side using HTML in email","1","3","","Tim Mironov","849","Syfer","4272"
"54020869","2019-01-03 10:51:52","1","508","How to delete continuous four digits from a column value in pandas dataframe","1","0","0","Kallol","2089","cs95","380953"
"54021177","2019-01-03 11:11:56","1","128","Python Change axis on Multi Histogram plot","1","2","","Nakeuh","1757","Anton","581"
"54021490","2019-01-03 11:35:09","15","897","pandas replace NaN to None exhibits counterintuitive behaviour","1","17","0","cs95","380953","",""
"54021598","2019-01-03 11:42:30","0","200","Aggregate numpy array dynamically (aggregation function is parameterized)","1","1","","RNN","5","",""
"54021664","2019-01-03 11:46:40","0","1360","Bokeh ColumnDataSource line not rendering","1","5","","","","",""
"54022244","2019-01-03 12:24:15","-1","257","Python Pandas DataFrame Rounding of big fraction values","1","2","","Avijit Saha","55","Abdur Rehman","1071"
"54023650","2019-01-03 13:52:01","1","551","Finding correlation of dataset with multilevel column","1","4","0","dee cue","983","jezrael","824905"
"54023828","2019-01-03 14:02:22","0","623","Create calendar with Pandas (DateOffset) from list of dates","1","0","0","luca","7198","",""
"54024179","2019-01-03 14:21:59","1","131","How can I efficiently extract hours and minutes from a pandas column that has integer values in format HHMM, HMM, MM, and M?","1","3","","evankielley","33","ALollz","58025"
"54024183","2019-01-03 14:22:11","1","247","Apply style to a DataFrame using index/column from a list of tuples in Python/Pandas","1","2","","user8436761","337","jezrael","824905"
"54024760","2019-01-03 14:57:40","0","58","How to index column uniquely in Python using Pandas?","1","3","","","","Vivek Kalyanarangan","8951"
"54024780","2019-01-03 14:59:03","1","52","How to select pandas dataframe rows with loc using the ligne index?","1","2","","darkseall","35","cs95","380953"
"54026223","2019-01-03 16:29:12","1","413","Convert the continuous values of grades into classes","1","2","","morelloking","193","",""
"54026513","2019-01-03 16:50:42","1","55","Separating months and years sharing the same column in Pandas dataframe","1","1","","bkapz","87","",""
"54026884","2019-01-03 17:16:36","0","42","DataFrame Selection Within Date Ranges Returns without Rows","1","0","","cphill","5606","Abdur Rehman","1071"
"54027126","2019-01-03 17:34:25","1","2731","qcut to return bin numbers inversely","1","2","","Roger Steinberg","1554","Dani Mesejo","61539"
"54027161","2019-01-03 17:36:34","1","50","Create a column based on presence of dates within a specific range in multiple other columns","1","0","","FGreen","175","ALollz","58025"
"54027202","2019-01-03 17:39:55","0","164","How to autofill data in a dataframe based on the date a value last changed for each group in a groupby","1","2","0","vudupins","39","",""
"54027447","2019-01-03 17:58:04","1","733","Add Pivot table columns and index as xticks and yticks","1","0","0","Vroni","367","Vroni","367"
"54027564","2019-01-03 18:07:11","2","66","Python : update the values in a dataframe","1","2","","Sonal","47","Bruno Carballo","1156"
"54027565","2019-01-03 18:07:18","0","25","Why date dash expression disappear in .loc?","1","0","","Ying","1894","",""
"54027581","2019-01-03 18:08:22","-1","37","Merge without loosing rows and no duplicate if more than one match `on` and keep matching till a certain point?","1","5","","Sid","3763","",""
"54027609","2019-01-03 18:11:04","0","111","How to create a new dataframe after the validation_split?","1","0","0","iustin","66","today","32612"
"54027687","2019-01-03 18:16:58","0","260","How to groupby a percentage range of each value in pandas python","1","3","","Fred Johnson","2549","Zanshin","1262"
"54028466","2019-01-03 19:15:38","0","26","Pandas Interpolate not giving what I expected","1","1","","Reddspark","6963","",""
"54028477","2019-01-03 19:16:34","0","89","calculating tf_idf for fvt table","1","7","","ubuntu_noob","2315","Abdur Rehman","1071"
"54028615","2019-01-03 19:27:29","2","47","Convert dataframe from long to wide while retaining order of values (dtype datetime)","1","1","","FGreen","175","BENY","318176"
"54028648","2019-01-03 19:30:16","0","38","Pandas: Outer join with a specified range of difference between the keys","1","1","","gorjan","5405","ALollz","58025"
"54028784","2019-01-03 19:41:49","0","568","Pandas separate a dataframe based on percentage of a column's sum","1","1","","","","David","755"
"54028883","2019-01-03 19:49:58","1","791","Convert pandas df columns to paired list","1","0","","Liquidity","625","Dani Mesejo","61539"
"54029845","2019-01-03 21:09:15","0","569","Python input contains NaN, infinity or a value too large for dtype float32","1","8","","user3755632","381","",""
"54030222","2019-01-03 21:43:32","0","38","In pandas how to create dataframe with apparitions of certain contents?","1","0","","Reinaldo Chaves","975","Scott Boston","147783"
"54030650","2019-01-03 22:25:26","1","67","Python dataframe copy of a slice warning","1","2","","DavidR","6632","jpp","159982"
"54031195","2019-01-03 23:25:51","0","1916","how to append a dataframe to an existing dataframe inside a loop","1","2","","Anqi","135","",""
"54031886","2019-01-04 01:01:00","2","105","Why does pandas sometimes use the argument 'dropna' and sometimes 'skipna' in its methods?","1","0","","Ashok K Harnal","1191","BENY","318176"
"54031945","2019-01-04 01:09:31","2","52","Downsample or average data for both the value and time index using Pandas","1","0","","Lu4","14883","BENY","318176"
"54032215","2019-01-04 01:54:42","0","1075","Get feature names for dataframe.corr","1","0","","epi4","387","busybear","10204"
"54032552","2019-01-04 02:51:38","2","292","Create multiple columns based on date","1","1","","Long_NgV","463","BENY","318176"
"54032938","2019-01-04 03:58:18","-1","622","Pandas Add one day after midnight","1","2","","sunsets","401","Chris","29147"
"54033021","2019-01-04 04:12:14","3","1824","Include missing group keys as NaN in pandas GroupBy output","1","0","","user01123","59","cs95","380953"
"54033983","2019-01-04 06:24:45","1","494","set analysis: create pandas series with intersections as index and values as counts","1","7","","Jeff S.","87","jezrael","824905"
"54034503","2019-01-04 07:12:18","1","119","Pandas Data frame Filter Rows of Based on date","1","0","","DKM","1761","jezrael","824905"
"54035820","2019-01-04 09:03:00","1","798","Time series returns NaN when sliced and multiplied","1","0","","Cheng","16874","jezrael","824905"
"54036396","2019-01-04 09:43:33","3","218","Combine pandas dataframes with interval data (Top-Bottom) and create new df with smallest possible intervals","1","0","0","Tribe","31","",""
"54036702","2019-01-04 10:02:35","0","489","Multiplie time-series into dataframe","1","1","","Łukasz","29","",""
"54037000","2019-01-04 10:22:07","0","237","Automating interpolation of missing values in pandas dataframe","1","2","","rahul","147","",""
"54037062","2019-01-04 10:25:23","0","472","Remove groups with more than one unique value in another column","1","0","","Aman Garg","33","cs95","380953"
"54037868","2019-01-04 11:12:22","1","72","Group all combinations of IDs by separating multiple string IDs","1","1","","Daniel","552","jezrael","824905"
"54037912","2019-01-04 11:15:56","2","73","Merge order with items in columns","1","2","","wydy","173","cs95","380953"
"54038454","2019-01-04 11:51:24","1","28","How to get all pages data from site and save?","1","0","0","Solo Matador","31","jezrael","824905"
"54038821","2019-01-04 12:16:24","0","166","Pandas how to append data in the same DataFrame using a for loop?","1","1","0","Viktor.w","1817","",""
"54039093","2019-01-04 12:35:40","13","8540","pandas to_sql insert ignore","1","1","0","Aditya Mertia","505","pedrogfp","549"
"54039262","2019-01-04 12:46:33","-2","355","Pandas Flatten a Complex Multi-level column dataframe","1","3","","Shubham R","7382","jezrael","824905"
"54039597","2019-01-04 13:10:17","1","99","Pandas group times into hour periods and count","1","3","","Silentbob","2815","jezrael","824905"
"54040534","2019-01-04 14:08:10","0","1557","How to loop through a date range in Python query string and append results to a dataframe/csv","1","0","","AK91","671","",""
"54040654","2019-01-04 14:14:32","0","187","Python dataframe sum on specific columns","1","0","","C. Tanaka","145","jezrael","824905"
"54040923","2019-01-04 14:32:10","16","13455","Change order of pandas.MultiIndex","1","0","0","clstaudt","21526","jezrael","824905"
"54041177","2019-01-04 14:46:48","1","1004","How to compare changes of monthly values in different years in a dataframe, Pandas/Python","1","4","","user8436761","337","",""
"54041210","2019-01-04 14:48:53","0","24","keeping entire rows after applying groupby with a certain method","1","0","","mouni93","159","",""
"54041234","2019-01-04 14:50:40","1","97","How to check Data Frame columns contains numeric values or not? Python 3.6","1","0","","Learnings","2780","jezrael","824905"
"54041383","2019-01-04 14:57:43","2","97","How to create a stacked bar chart for my problem?","1","0","","ScalaBoy","3264","BENY","318176"
"54041393","2019-01-04 14:58:34","2","1607","Hover ToolTip Not Working for Bokeh visualization of Networkx Graph","1","2","0","imstuck","191","bigreddot","33752"
"54041762","2019-01-04 15:23:55","2","839","Problem with datetime conversion in Pandas","1","1","","Pierre","21","",""
"54041785","2019-01-04 15:24:55","3","132","Pandas infrastructure data statistics plot with date per user","1","2","","alex-df","31","",""
"54041992","2019-01-04 15:38:01","2","1514","Pandas dataframe use columns as rows (melt)","1","1","0","igotBAWS","105","user3483203","50131"
"54042178","2019-01-04 15:50:34","1","1007","Python Pandas - KeyError on pd.merge even when same columns exist across dataframes","1","0","","riyaB","307","anky","74174"
"54042238","2019-01-04 15:55:06","0","701","Error tokenizing data while uploading CSV file into Pandas Dataframe","1","1","","Siva Kg","59","",""
"54042513","2019-01-04 16:11:41","1","312","Extract the match positions in a string","1","4","","hhbilly","1265","Dani Mesejo","61539"
"54042674","2019-01-04 16:24:40","1","607","Lambda Apply on Pandas values taking the average of row before and after","1","1","","Kiann","531","Zanshin","1262"
"54043081","2019-01-04 16:52:40","0","28","Pandas Drop and Replace functions won't work within a UDF","1","0","","colin.bradley89","11","",""
"54043484","2019-01-04 17:23:56","1","291","Python 3.x: Create dataframe from two dictionaries","1","3","","PratikSharma","331","Joe Patten","1674"
"54043734","2019-01-04 17:44:36","1","1421","How to split data set into subsets following some criterions?","1","0","","ScalaBoy","3264","Bruno Carballo","1156"
"54043736","2019-01-04 17:44:50","0","3842","Unable to solve '-' is a bad directive in format '%-m/%-d/%Y %-H:%M'","1","2","","Qoen vdB","9","",""
"54044050","2019-01-04 18:10:38","2","275","Iterate over columns of a DataFrame and assign values","1","0","","danie","155","jpp","159982"
"54044215","2019-01-04 18:23:11","0","52","Recording data on a daily basis onto Excel using DataFrames","1","0","","Carlo Guan","3","gosuto","5442"
"54044301","2019-01-04 18:30:39","0","91","Using loc to select columns results in some NaNs in row values","1","7","","julieb","43","",""
"54044781","2019-01-04 19:17:14","0","534","openpyxl changes number format of columns in un-altered worksheet of the same file","1","4","","juanchit","29","",""
"54045186","2019-01-04 19:51:55","2","1381","Trouble printing specific columns with pandas dataframes using .iloc","1","1","","Ryan","21","",""
"54045576","2019-01-04 20:27:24","0","96","re-arrange dataframe rows contents for keras cnn","1","0","","mela","3","giser_yugang","6068"
"54045786","2019-01-04 20:45:01","1","1678","Suppress error message during reading of file in Python","1","0","","Siddharth Satpathy","2737","Sander van den Oord","11054"
"54046100","2019-01-04 21:10:57","4","2891","How to properly handle datetime comparisons in an entire DataFrame with NaT values?","1","7","0","ALollz","58025","root","32835"
"54047212","2019-01-04 22:49:58","0","3241","how to update a portion of existing excel sheet with filtered dataframe?","1","0","","D.prd","605","N.Clarke","268"
"54047229","2019-01-04 22:51:59","1","57","index appears the list of 5 indices closest","1","0","","G.M","69","Daniel Scott","979"
"54047891","2019-01-05 00:34:52","-3","145","Newton Algorithm Function for Time Series in Python","1","1","","TyRa97","15","N.Clarke","268"
"54048291","2019-01-05 01:52:24","5","5682","How to detect a sudden change in a time series plot in Pandas","1","0","0","DannyK","103","Felix","1847"
"54048303","2019-01-05 01:54:33","1","425","Can I use pandas replace function to replace different values in multiple columns with unique values?","1","6","","Victor Nogueira","159","",""
"54048370","2019-01-05 02:08:55","0","3581","PCA Implementation on a Convolutional Neural Network","1","3","","ibozkurt79","225","ibozkurt79","225"
"54048497","2019-01-05 02:34:24","0","50","How to create a new column in Pandas DataFrame based on a combination 1 and many columns","1","3","","Sveta","161","BENY","318176"
"54048695","2019-01-05 03:24:00","2","369","What is the fastest way to calculate a rolling function with a two dimensional window?","1","1","","P D","23","kqcumber","16"
"54048868","2019-01-05 04:04:37","-1","249","How to convert a crosstab back into raw data in python/pandas?","1","1","","user10870237","1","",""
"54049458","2019-01-05 06:09:13","2","1897","Merge multiple dataframes by multiple id columns in Pandas","1","5","","ah bon","9345","Prayson W. Daniel","14261"
"54049599","2019-01-05 06:32:49","1","1364","Pandas series/df update with set_index()","1","4","","anky","74174","cs95","380953"
"54049623","2019-01-05 06:37:13","0","220","Retrieve filename from the API URL once its downloaded, Python 3.6","1","1","","Learnings","2780","Learnings","2780"
"54049762","2019-01-05 07:01:27","3","83","Speeding up dataframe generating code from dict","1","0","","user32882","5124","jezrael","824905"
"54050049","2019-01-05 07:51:04","0","29","adding future intervals in new column pandas faster","1","0","","Gerard Kruisheer","1","",""
"54050132","2019-01-05 08:02:47","3","66","Generate list from master list with matching words, irrespective of the sequence","1","2","0","Kallol","2089","",""
"54050264","2019-01-05 08:22:52","6","4396","Merge dataframes on multiple columns with fuzzy match in Python","1","0","0","ah bon","9345","jezrael","824905"
"54050389","2019-01-05 08:42:07","0","4833","ImportError: No module named pandas [pycharm] python 3.7","1","1","","Tran Cong","1","",""
"54050542","2019-01-05 09:05:07","0","52","Pandas index using integer for data slicing","1","1","","NewPy","633","",""
"54051784","2019-01-05 12:00:02","1","1593","error in calculating minutes from timedelta objects in pandas dataframe","1","0","","Prateek Singh","39","jezrael","824905"
"54052386","2019-01-05 13:17:39","0","4252","Sampling rows with sample size greater than length of DataFrame","1","2","","","","cs95","380953"
"54053339","2019-01-05 15:17:47","0","136","Creating a dataframe where one of the arrays has a different length","1","1","","enestatli","535","jezrael","824905"
"54053344","2019-01-05 15:18:25","1","69","How do I convert points column values in rank order in Python Pandas","1","0","","John Doe","447","jezrael","824905"
"54053618","2019-01-05 15:54:00","0","542","Compare two series from different dataframes, and where match found replace with third series value","1","0","","inxcent","5","Peter Leimbigler","10795"
"54053792","2019-01-05 16:13:59","1","279","Changing value of column in pandas chaining","1","0","","BhishanPoudel","16004","jezrael","824905"
"54055199","2019-01-05 18:54:38","0","1053","Highlighting a single column using pandas Styling","1","0","","swagless_monk","441","",""
"54055448","2019-01-05 19:24:36","-2","2059","How do I get a multilevel x axis labelled plot in pandas?","1","3","","Paul Chilvers","75","Amit Amola","2331"
"54055526","2019-01-05 19:34:03","2","657","Create linear model to check correlation tokenize error","1","0","","user3476463","3979","",""
"54055602","2019-01-05 19:43:30","0","505","Plot statistical information of multiple recordings of experiments with Seaborn","1","0","","FChris","308","Diziet Asahi","38499"
"54055724","2019-01-05 19:56:53","1","50","Efficient way to add many rows to a DataFrame","1","4","","igotBAWS","105","jpp","159982"
"54055850","2019-01-05 20:13:48","4","150","Remove Rows Where the Person Has Not Changed Locations","1","2","","cecilj","142","timgeb","76826"
"54056316","2019-01-05 21:13:04","2","126","Pandas value error when converting JSON into an excel","1","1","","v.k","141","cors","527"
"54056992","2019-01-05 22:45:34","2","79","Making new txt file with size info","1","1","","Edvin Šimić","77","anky","74174"
"54057261","2019-01-05 23:29:43","0","418","How to copy a large dataframe to a smaller one?","1","4","","","","",""
"54086689","2019-01-08 06:59:23","-1","65","Mapping to dataframes based on one column","1","4","","","","DirtyBit","16613"
"54101445","2019-01-08 23:57:06","11","1912","Re-assign unique values - pandas DataFrame","1","17","0","","","",""
"54124905","2019-01-10 08:53:02","0","412","How to do rolling `get_dummies` for each group of a groupby - pandas","1","0","","","","",""
"54135274","2019-01-10 18:58:59","1","35","Pandas use to_datetime method on column","1","0","","","","Krishna","6115"
"54153214","2019-01-11 19:53:44","0","174","Matplotlib plot displays date which is not in the pandas dateframe","1","0","","","","ImportanceOfBeingErnest","322289"
"54157292","2019-01-12 06:27:56","2","86","pandas get rolling data based on a past year and create columns in a dataframe","1","0","","","","jezrael","824905"
"54160799","2019-01-12 15:02:37","0","715","pandas match two columns and create another column","1","0","","","","",""
"54161737","2019-01-12 16:46:35","0","53","pandas create a new column by checking a list","1","0","0","","","",""
"54182430","2019-01-14 13:24:59","1","46","Getting the result of a groupby / apply back into the dataframe","1","0","","","","Scott Boston","147783"
"54082683","2019-01-07 22:20:07","0","409","percentile across dataframes, with missing values","1","5","","Davide","17108","",""
"54136421","2019-01-10 20:26:38","2","1190","Converting a data frame with periods in an array of time-series with Pandas","1","0","","Matteo De Felice","1488","BENY","318176"
"54064661","2019-01-06 18:35:17","2","331","How to convert pandas DataFrame to tensorflow data?","1","1","","mathtick","6536","",""
"54116550","2019-01-09 18:51:54","1","72","Pandas/Python: Groupby and transform against a reference table","1","0","","Michel Mesquita","753","yatu","86183"
"54184494","2019-01-14 15:33:26","0","552","Python fuzzy matching program running very slow","1","0","","Victor","16649","",""
"54114838","2019-01-09 16:48:29","4","126","apply / vectorize / speed up column-wise cleanup function to pandas dataframe","1","0","0","Andrew","9090","Grr","15593"
"54114449","2019-01-09 16:26:52","7","8505","Pandas Column names to list - correct method","1","7","","Giannis","5286","Mayank Porwal","33490"
"54120789","2019-01-10 01:25:22","1","35","Determining whether a Pandas df column is an array","1","3","","David542","104756","BENY","318176"
"54182424","2019-01-14 13:24:36","2","3656","How to save pandas dataframe with float format changed to percentage with 2 decimal places","1","0","","liang","1571","Scott Boston","147783"
"54173183","2019-01-13 21:02:56","1","175","Remove rows from multiple dataframe that contain bad data","1","0","0","Ivan","7478","BENY","318176"
"54067976","2019-01-07 02:42:14","2","72","Which row is extra in a dataframe?","1","0","0","Ivan","7478","BENY","318176"
"54104323","2019-01-09 06:25:53","1","244","How to create multi-line chart with duplicate index categorical data?","1","0","","Shivam Agrawal","2053","jezrael","824905"
"54063205","2019-01-06 15:49:03","1","517","Force to use DatetimeIndex with Pandas","1","2","","Nicolaesse","2564","Sander van den Oord","11054"
"54189500","2019-01-14 21:34:29","0","1121","How to group items then iterate through subgroups","1","1","","sgerbhctim","3420","",""
"54160075","2019-01-12 13:31:20","2","481","Is there a way in Pandas to use previous row values in dataframe.apply where previous values are also calculated in the apply?","1","3","0","Buzi","248","SpghttCd","10540"
"54131703","2019-01-10 15:15:56","1","35","Shifting values for 1...N previous months as separate columns","1","0","","godfryd","582","cs95","380953"
"54112702","2019-01-09 14:46:56","2","682","Lookup in dictonary based on wildcard in pandas dataframe","1","3","","user1217169","409","jpp","159982"
"54128082","2019-01-10 11:50:50","3","1534","How to plot a boxplot using aggregates in plotly?","1","2","","Marcin Kawka","277","Maximilian Peters","30458"
"54078489","2019-01-07 16:47:32","0","1654","modifying scipy stats.probplot plotting function with matplotlib","1","5","","Luis Miguel","5067","Tarifazo","4138"
"54057843","2019-01-06 01:21:00","1","492","Pandas - Converting 12H to 24H (but getting rid of 1900-01-01)","1","2","","HCSthe2nd","175","BENY","318176"
"54162199","2019-01-12 17:35:57","2","473","How to pivot column index to row index in pandas?","1","1","","Bob Fang","6993","cs95","380953"
"54057567","2019-01-06 00:22:49","5","7369","Matplotlib - uneven intervals between x-axis with datetime","1","0","","GardenQuant","143","Sheldon","4213"
