id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"65543008","2021-01-02 19:06:53","0","169","Assign values to csv file","1","5","0","Rosy","77","manju-dev","434"
"65543013","2021-01-02 19:07:12","0","49","How can I add a calculated column with different rows to a dataframe?","1","1","","Savemetherain","11","Cainã Max Couto-Silva","4849"
"65543166","2021-01-02 19:24:52","1","37","How to replace the True and False to numerical values under specific conditions in Dataframe","1","0","","Mohamed","51","PieCot","3564"
"65543225","2021-01-02 19:31:13","0","174","Add pandas DataFrame to SQL","1","0","0","Poorna Chandra R","99","",""
"65543425","2021-01-02 19:53:36","1","533","Calculate Mann-Kendall by iterating through multiple rows","1","2","","Leah H","11","",""
"65543553","2021-01-02 20:06:05","3","39","Pandas merge and update with conditions and without renaming the column","1","2","","davidjhp","7826","Stef","28796"
"65543606","2021-01-02 20:11:26","0","336","Problem to read .dat files in Panda in a loop from Folder","1","0","","DarkHackerxXx","51","Jonathan Leon","5450"
"65543622","2021-01-02 20:13:59","0","105","How to aggregate a function on a specific column for each day","1","0","","benito.cano","817","Trenton McKinney","57258"
"65543760","2021-01-02 20:28:44","1","313","Pandas - Adding individual Z-Scores to each row based on an id","1","1","","Brandon-Perry","366","Alex Serra Marrugat","1859"
"65544171","2021-01-02 21:15:27","0","169","When I try to handle missing values in pandas, some methods are not working","1","8","","odbhut.shei.chhele","5874","",""
"65544296","2021-01-02 21:30:20","0","299","UnimplementedError: Cast string to float is not supported while using Tensorflow","1","2","","Tacorico787","35","Nicolas Gervais","33967"
"65544448","2021-01-02 21:48:45","0","1919","pandas crosstab for two columns","1","0","","lve","307","sammywemmy","27208"
"65544598","2021-01-02 22:08:25","1","103","Pandas groupby mean unstacked data and then ploting them as horizontal stacked barchart","1","0","","viji","425","",""
"65544654","2021-01-02 22:15:48","0","42","Why am I getting the message Keyword error?","1","1","","Ubiratan Meireles","1","",""
"65544887","2021-01-02 22:44:37","0","279","Dealing with outliers in Pandas","1","1","","maric92","23","Code Different","90717"
"65545303","2021-01-02 23:46:05","0","1325","Tensorflow InvalidArgumentError: assertion failed: [Labels must be <= n_classes - 1]","1","0","","Tacorico787","35","Mr. For Example","4183"
"65545372","2021-01-02 23:55:58","-1","197","Filling a dataframe row using multiple nested loops","1","1","0","AJG","129","",""
"65545513","2021-01-03 00:25:26","0","118","Plotting categorized data in Seaborn","1","0","","ktw","98","",""
"65545949","2021-01-03 01:53:46","1","231","Sklearn datasets default data structure is pandas or numPy?","1","2","","David Gallagher","91","",""
"65546127","2021-01-03 02:29:32","0","878","How to tokenize a text column in dataframe using NLTK","1","3","","floss","2603","Joe Ferndz","8452"
"65546616","2021-01-03 04:23:30","2","97","Why can't I call the sum() twice?","1","1","","Ingo Banghard","41","",""
"65547087","2021-01-03 06:03:33","2","199","pd.melt() a dictionary/series of dataframes","1","0","","user14783839","25","anky","74174"
"65547658","2021-01-03 07:44:01","0","330","tables = pd.read_html indexerror: list index out of range","1","0","","IgBell","391","Equinox","6483"
"65547681","2021-01-03 07:48:55","3","66","pandas group by aggregate dataframe by condition of 2 columns","1","0","0","Maxim Kogan","135","Shubham Sharma","69067"
"65547815","2021-01-03 08:11:20","0","133","How to convert csv file into nested json format using DataFrame","1","3","","Prototype","486","Rob Raymond","29278"
"65547997","2021-01-03 08:41:29","0","340","Unable to separate commas during pandas read_csv","1","2","","Emin Baybars Timur","87","",""
"65548506","2021-01-03 09:57:04","0","1771","Efficient way to search string contains in multiple columns using pandas","1","0","","The Great","7217","Asish M.","2588"
"65549078","2021-01-03 11:04:35","1","71","How to correlate partial signal with dataset","1","1","0","JvdBosch","11","",""
"65549397","2021-01-03 11:40:20","0","113","Data appears when printed but doesn't show up in dataframe","1","1","","MBWD","122","manju-dev","434"
"65549456","2021-01-03 11:46:26","0","136","I got ValueError: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()","1","0","","sudipta chowdhury","1","",""
"65549478","2021-01-03 11:48:20","0","288","Insert values at the same row index from two different loops in pandas","1","4","","Jauhnax","95","",""
"65549619","2021-01-03 12:03:45","1","59","Plotting a time series graph","1","1","","epp2","21","",""
"65549779","2021-01-03 12:20:26","1","42","How to convert df dtype: bool to df","1","1","","Bella","43","",""
"65550422","2021-01-03 13:35:24","2","983","Get nested JSON from pandas dataframe grouped by multiple columns","1","0","","mehsheenman","522","Shubham Sharma","69067"
"65550526","2021-01-03 13:47:28","-1","143","Two Pandas dataframes: Based on date, add value to dataframe","1","2","","Ferit","548","Rob Raymond","29278"
"65550589","2021-01-03 13:54:47","-1","40","Python - Dataframe group by time","1","1","","dxb","273","",""
"65550629","2021-01-03 13:58:33","1","61","how can i find the avg of a column in in days of the week CVS using panda","1","4","","Samer Malas","33","Manuel Huppertz","310"
"65551357","2021-01-03 15:11:49","0","340","Reformating timestamps in python seaborn boxplot","1","2","","SamV","9","",""
"65551659","2021-01-03 15:40:52","0","1387","Dropping non-English text with langdetect","1","3","","","","",""
"65552159","2021-01-03 16:24:09","0","195","Remove redundant timestamps from csv","1","2","","lapplapp","51","Nour-Allah Hussein","1439"
"65552198","2021-01-03 16:26:54","1","1306","Problem reading HDF file with Pandas Python","1","2","","Stephen","99","",""
"65552281","2021-01-03 16:36:29","0","57","One month old python files giving error after a OS update","1","3","","Ibrahim","798","AmberLife","46"
"65553262","2021-01-03 18:13:08","0","95","I am trying to pass an image from python to html but I am having difficulty opening the image","1","1","","MarcoE","3","Gijs Wobben","1994"
"65553287","2021-01-03 18:15:42","1","171","Read_html missing first table","1","0","","chasedcribbet","258","perl","9826"
"65553492","2021-01-03 18:35:18","-1","651","Remove honorifics from a name (prefix and suffix) in pandas","1","2","","Red Vibes","79","Danail Petrov","1875"
"65553978","2021-01-03 19:25:10","0","25","Simplify dataframe comparison for filtering data","1","1","","Codelicious","355","Danail Petrov","1875"
"65554023","2021-01-03 19:28:45","0","309","How to remove time from datetime index string","1","0","","benito.cano","817","adir abargil","5495"
"65554263","2021-01-03 19:51:15","0","21","How do we output a Panda dataframe via Python for use as a .csv?","1","1","","Lgdance","19","",""
"65554312","2021-01-03 19:56:20","2","237","pandas - groupby multiple values?","1","2","","seuadr","141","piterbarg","8089"
"65554353","2021-01-03 20:00:59","0","43","merge multiple dataframes with different columns names and different rows number","1","0","","khaled koubaa","836","adir abargil","5495"
"65554380","2021-01-03 20:03:42","1","206","Add missing dates pandas dataframe","1","0","","cha28","41","",""
"65554669","2021-01-03 20:36:30","1","165","How to write files without overwriting them with each loop iteration","1","0","","pmaen","43","Trenton McKinney","57258"
"65554714","2021-01-03 20:40:57","0","276","Add simple counter column in pandas dataframe which resets when the date changes","1","4","","sslack88","1403","",""
"65555059","2021-01-03 21:21:16","0","1414","Item Wrong Length 1 Instead of 50 Pandas","1","0","","imageprocessingproblem","35","",""
"65555063","2021-01-03 21:21:25","3","192","Why do I get weakref in pandas reassignment?","1","0","","garej","508","",""
"65555316","2021-01-03 21:55:21","-1","74","Conditional aggregation across columns","1","1","","JayCee","15","Rob Raymond","29278"
"65555379","2021-01-03 22:01:58","0","45","Why can't you assign multiple columns that are not the same name as in the original pandas df?","1","3","","Borut Flis","15765","perl","9826"
"65555400","2021-01-03 22:04:07","2","42","Data cleanup with Regex in Pandas","1","0","","stephen.m","149","Wiktor Stribiżew","608808"
"65555550","2021-01-03 22:23:31","0","240","How can I import python Int16 to PostgreSQL as smallint?","1","0","","nabelekt","99","mshabou","524"
"65555617","2021-01-03 22:32:48","0","530","Python using pd.cut() and np.select( ) condition list based on 80 interval conditions","1","1","","double","59","Hooded 0ne","881"
"65555830","2021-01-03 23:04:23","1","2870","getting error ""ValueError: index must be monotonic""","1","7","","benito.cano","817","Dames","776"
"65555849","2021-01-03 23:08:26","1","923","Python Matplotlib bars subplots by Category and Aggregation","1","0","","Galat","409","Chris","15827"
"65555883","2021-01-03 23:12:55","0","25","Python pandas - Index lookup based on criteria","1","0","","daveskis","143","BENY","318176"
"65556026","2021-01-03 23:34:37","2","379","python reshape every nth column","1","3","","Pinaak","23","Asish M.","2588"
"65556507","2021-01-04 00:56:24","1","171","Why slicing in boolean filtered array is not happening..?","1","1","","AJITH PINNINTI","83","hpaulj","222030"
"65556737","2021-01-04 01:41:45","1","48","Changing value in dataframe to column","1","0","","distalr","29","billz","44654"
"65556837","2021-01-04 02:03:08","0","174","Append dataframe inside python function not working?","1","3","","Connor","9","",""
"65557067","2021-01-04 02:40:48","0","477","Is there a way to read data from redis server using pandas?","1","0","0","kiran gunda","1","",""
"65557148","2021-01-04 02:53:53","0","2023","exponential moving average(ema) differs from binance","1","2","","tompal18","1164","",""
"65557247","2021-01-04 03:14:47","-2","720","how to impute more than one specific columns in DataSet: Python(sklearn)","1","2","","Faizan Jallani","37","",""
"65557310","2021-01-04 03:23:10","0","749","PySimpleGUI | Add progress bar for Panda's pd.read_excel","1","0","","Juxcy","15","",""
"65557360","2021-01-04 03:31:37","2","360","Bad datetime conversion in pandas when a csv file it's opened","1","3","","Caeta","431","U13-Forward","69301"
"65558505","2021-01-04 06:27:37","2","449","How to calculate percentage change between two years and insert in a new DataFrame in Pandas?","1","0","0","Isha","55","jezrael","824905"
"65558910","2021-01-04 07:12:14","0","171","Error while converting weekdays from integer to actual name","1","2","","Mayesh Mohapatra","42","U13-Forward","69301"
"65559025","2021-01-04 07:24:11","0","101","obtaining value corresponding to a row from csv dataset","1","2","","dev_tech","47","",""
"65559438","2021-01-04 08:06:48","0","39","Only 118 lines has been printed in Panda's dataframe","1","0","","rabby26","13","",""
"65559681","2021-01-04 08:31:27","0","506","Mongodb documents export to excel or csv using pandas","1","0","","Nitin Kothari","77","",""
"65559836","2021-01-04 08:44:15","3","219","Efficient way to calculate every columns in pandas?","1","0","","user3118602","563","jezrael","824905"
"65560510","2021-01-04 09:43:19","0","341","Import RSS with FeedParser and Get Both Posts and General Information to Single Pandas DataFrame","1","3","0","user1260086","31","perl","9826"
"65561016","2021-01-04 10:21:49","3","415","Pandas - Expanding average session time","1","0","0","Shlomi Schwartz","8693","jezrael","824905"
"65561059","2021-01-04 10:26:04","0","205","Avoid code TypeError: 'NoneType' object is not subscriptable","1","4","0","Seyl","1","",""
"65561128","2021-01-04 10:31:08","0","31","Combine Dataframes from Multiple Webpages in One Excel","1","1","","Normanie","21","",""
"65561463","2021-01-04 10:54:20","0","27","Filter a dataframe's string values based on a smaller string they might contain","1","1","","miatochai","343","Vaebhav","4692"
"65561554","2021-01-04 11:00:04","2","976","Counting elements of an array in a new column of a data frame row by row","1","1","","magicunicorncoding","21","",""
"65561641","2021-01-04 11:06:00","0","59","How do I fill nans between some values in pandas DataFrame?","1","3","","My Work","2183","Suhas Mucherla","1383"
"65561840","2021-01-04 11:20:02","2","1147","ks_2samp returns p-value of 1.0","1","1","","jstaxlin","517","amquack","837"
"65562137","2021-01-04 11:43:37","0","333","conditional formatting not exporting to excel from pandas","1","0","0","Po Chen Liu","253","Manuel Huppertz","310"
"65562282","2021-01-04 11:54:05","0","616","drop_duplicates() not working because it does not find any duplicates?","1","5","","Jauhnax","95","Jauhnax","95"
"65562333","2021-01-04 11:56:35","0","230","Optimization when searching for max value and percentage max using Python Pandas","1","0","","Medhat Khalifa","69","jezrael","824905"
"65562780","2021-01-04 12:31:08","0","64","generate random dates where delta between another date column is exponentially distributed in python","1","2","0","Lolo321","3","flow_me_over","192"
"65563274","2021-01-04 13:11:28","1","69","Pandas dataframe covert wide to long multiple columns with name from column Name","1","0","0","HoneyBadger786","89","",""
"65563693","2021-01-04 13:42:43","1","186","Plotting a regression plot with a conditional Y axis","1","0","","epp2","21","",""
"65563789","2021-01-04 13:49:37","2","2988","ValueError: Cannot index with multidimensional key after pandas update","1","0","","BlackMath","1743","jezrael","824905"
"65563873","2021-01-04 13:55:46","1","55","How to use pandas dataframe as condition for other dataframe","1","0","","Mario","561","jezrael","824905"
"65563874","2021-01-04 13:55:48","0","75","Pandas: from crosstab to a count table","1","0","","Elimination","2629","Quang Hoang","146722"
"65564030","2021-01-04 14:06:13","1","66","Pandas grouping and express as proportion","1","0","","William Goodwin","464","jezrael","824905"
"65564691","2021-01-04 14:50:43","0","462","pandas merge row cells of same value into one","1","3","","jonny789","323","adir abargil","5495"
"65574030","2021-01-05 06:16:35","1","98","Assigning values to the column by comparing a column and a variable in loop using pandas","1","1","0","","","kkrao","138"
"65583099","2021-01-05 16:46:28","0","479","Seaborn: Plot a Barplot showing the Mean of an Attribute on the Y Axis?","1","0","","","","Quang Hoang","146722"
"65591554","2021-01-06 07:08:38","1","33","condition with first zero and 'n' from each customer id then get the letter name and add to next column pandas","1","0","","","","anky","74174"
"65596285","2021-01-06 13:03:23","0","46","Weird behaviour on pandas dataframe","1","0","","","","Akanksha Jolly Sharma","16"
"65607716","2021-01-07 06:40:03","2","228","create a column value if the column value is in the list- python pandas","1","0","","","","jezrael","824905"
"65610945","2021-01-07 10:49:06","1","422","Pandas DataFrame. Aggregate column in depends of values in another column","1","0","0","","","jezrael","824905"
"65620335","2021-01-07 21:41:58","0","205","failed to run a simple SQL query for pandas dataframe","1","1","","","","",""
"65613073","2021-01-07 13:15:48","0","29","Get consecutive occurence based on grouping","1","4","0","Chris","3581","jezrael","824905"
"65632003","2021-01-08 15:37:31","0","209","Use pd.Series.mode in agg","1","0","","Chris","3581","David M.","4528"
"65629540","2021-01-08 13:05:41","2","74","select a row index weighted by value","1","0","0","Daniel","20468","Ch3steR","20100"
"65624153","2021-01-08 06:04:02","1","118","Find consecutive days per id for an event in pandas dataframe","1","0","","ozzboy","2672","jezrael","824905"
"65590349","2021-01-06 04:46:39","1","65","Parameterizing a pandas group by","1","0","","ozzboy","2672","jezrael","824905"
"65594712","2021-01-06 11:11:20","1","383","How to sort each row in pandas dataframe and get indices instead?","1","4","","Arnold","4578","adir abargil","5495"
"65573000","2021-01-05 03:49:51","2","586","How do I read durations correctly with pandas read_excel?","1","2","","BenCaldwell","333","David Erickson","16443"
"65576442","2021-01-05 09:44:51","0","122","Trying to understand pandas.DataFrame.mode() output shape","1","0","0","Antonio Sesto","2894","",""
"65621871","2021-01-08 00:31:59","0","38","How do I refactor to avoid passing functions?","1","0","","shortorian","1082","Peter Gibson","19086"
"65633966","2021-01-08 17:51:11","0","93","Panda dataframe lambda on data with Nan values","1","0","","sotn","1843","",""
"65594327","2021-01-06 10:46:11","1","94","Python pandas, score the evenness spread of data across time","1","0","","Roni Gadot","437","",""
"65586467","2021-01-05 20:58:52","0","93","Reduce inside of an apply","1","9","","Dylan Pierce","4323","",""
"65600815","2021-01-06 17:48:02","0","702","How to use MultiLabelBinarizer for Multilabel classification?","1","1","","odbhut.shei.chhele","5874","",""
"65585615","2021-01-05 19:50:08","1","441","Handle missing DataFrame columns in groupBy aggregation","1","1","","regretoverflow","2093","",""
"65602458","2021-01-06 19:46:30","0","43","Create a new Column in pandas dataframe based on the filetered values in the row of other columns","1","0","","Akhil Gupta","43","It_is_Chris","13569"
"65612397","2021-01-07 12:28:21","2","135","Pandas: Getting back original numpy array stored in DataFrame","1","0","","r0f1","2687","jezrael","824905"
"65619597","2021-01-07 20:38:04","0","153","Apply multiple condition groupby + sort + sum to pandas dataframe rows","1","3","","amchugh89","1286","Jonathan Leon","5450"
"65605881","2021-01-07 02:29:17","1","243","Pseudo code conversion into python for csv","1","1","0","GK89","646","manju-dev","434"
"65568744","2021-01-04 19:35:58","1","53","Pandas and for-loops: vectorizing operations and speeding up a python code","1","2","","illuminato","1097","",""
"65567382","2021-01-04 17:50:29","2","843","analogue of pandas `dropna` in Julia","1","0","","Igor Rivin","4632","Bogumił Kamiński","67349"
"65582388","2021-01-05 16:04:33","1","47","How to add all top cells in present cell of a column in dataframe","1","0","","SomeOne","497","",""
"65581794","2021-01-05 15:29:24","1","51","Pandas create column with names of columns with lowest match","1","1","","Ruli","2592","Mayank Porwal","33490"
"65569919","2021-01-04 21:13:31","0","205","Using pandas.pct_change() on dataset results in 'nan' loss in tensorflow model","1","0","","Tim","315","Tim","315"
"65609839","2021-01-07 09:37:24","1","553","Add missing day rows in stock market data to maintain continuity in pandas dataframe","1","2","0","user3424954","75","",""
"65597427","2021-01-06 14:16:42","-2","35","filter pandas by columns and randomize","1","4","","user3452134","362","",""
"65623610","2021-01-08 04:49:52","1","48","Is there a specific chart that can be used to plot this type of data?","1","1","","Margue","43","",""
"65632600","2021-01-08 16:17:06","0","40","How to plot a table using matplotlib","1","1","","Margue","43","",""
"65609343","2021-01-07 08:58:44","1","30","How to export pandas csv format only with character double quotes","1","1","","user3685918","335","jezrael","824905"
"65620757","2021-01-07 22:19:25","0","726","Pandas nested loop over all columns except one","1","2","","Aleksejs Fomins","698","",""
"65627388","2021-01-08 10:33:10","0","97","Pandas - count how many total items were in each month (with a cumulative sum?)","1","0","","blahblah","1171","jezrael","824905"
"65600306","2021-01-06 17:16:32","9","15755","module 'pandas' has no attribute 'Panel'","1","1","","Jijo John","1378","Jijo John","1378"
"65604957","2021-01-07 00:05:00","-2","38","How to insert -1 to every 11-th position in the dataframe?","1","2","","CD_NS","309","Sash Sinha","18996"
"65605087","2021-01-07 00:26:26","1","120","Sort child rows of parent rows in python","1","0","","hyeri","673","David Erickson","16443"
"65598172","2021-01-06 15:00:21","-1","57","Sort specific columns in pandas","1","6","","hyeri","673","",""
"65616914","2021-01-07 17:10:24","1","119","Sorting rows in python pandas","1","0","","hyeri","673","Dieter","2499"
"65585084","2021-01-05 19:07:49","3","4410","Reading Quip Spreadsheet with quip-api and pandas","1","0","","riyaB","307","riyaB","307"
"65610636","2021-01-07 10:29:21","-1","92","Pandas: Sort groups and sort within group","1","5","","Ferit","548","Ferris","5345"
"65580516","2021-01-05 14:11:36","0","227","KeyError exception with pandas dataframe colunm","1","0","0","garej","508","Quang Hoang","146722"
"65586337","2021-01-05 20:47:23","1","1024","How can I save multiple plots to one .HTML page using Holoviews?","1","0","","phfb","121","Sander van den Oord","11054"
"65614546","2021-01-07 14:47:25","0","258","Count values in dict of pandas series","1","0","","FLX","301","Quang Hoang","146722"
"65617522","2021-01-07 17:52:37","0","27","how can I style specific cells of pandas df based on different df?","1","0","","Tony","781","Quang Hoang","146722"
"65599528","2021-01-06 16:26:15","1","612","How to divide a date range into sets of 2 months with Pandas?","1","2","0","feners","635","Mr. T","11990"
"65588279","2021-01-05 23:57:10","0","92","Creating multiple pandas column from combination of a list in python","1","3","","sharad","1","Dani Mesejo","61539"
